ModelID	MSIScore	LoHFraction	WGD	CIN	Ploidy	Aneuploidy
ACH-000195	2.78					
ACH-000530	1.46	0.302224414720914	1.0	0.609100174764176	3.05577809564965	21.0
ACH-001031	2.67	0.0240093571803782	0.0	0.0286216094770067	2.07735122802783	1.0
ACH-000450	3.1					
ACH-000985	88.71	0.0383322711830373	1.0	0.529147383980772	3.92293150173236	24.0
ACH-000627	2.46	0.314437651047337	1.0	0.58205474451528	3.25562268603608	15.0
ACH-001106	3.2	0.0147636158250605	0.0	0.0188783901625431	2.10483492083166	0.0
ACH-002928	1.12					
ACH-000090	0.95	0.374461154800242	1.0	0.696231609060608	3.50597883781517	29.0
ACH-000317	2.99					
ACH-000200	2.38	0.454004092644042	1.0	0.585178357120955	2.26642478430054	8.0
ACH-000356	2.26					
ACH-000017	1.63					
ACH-001283	2.45	0.0874194933927142	0.0	0.282670470687846	2.16959826817903	10.0
ACH-000302	2.57	0.355549634966498	1.0	0.782231138763074	3.97210179352784	30.0
ACH-000101	1.47	0.0823902535861586	0.0	0.126737771783096	2.04941079313101	2.0
ACH-000547	2.27	0.104535314292026	1.0	0.591539405024724	3.3936030521038	21.0
ACH-002033	2.66	0.293003396333374	0.0	0.417865197275658	1.9499166787914	10.0
ACH-001519	2.06	0.0221703108394715	0.0	0.026690450700207	2.09643861491348	0.0
ACH-000018	0.69	0.233483166809459	1.0	0.655127174503411	3.75756554436214	26.0
ACH-000601	1.63					
ACH-001953	1.95	0.284000351665938	1.0	0.80569872739343	4.16205203712434	30.0
ACH-001974	1.67	0.185149318051587	1.0	0.658467386771056	4.12763302104271	35.0
ACH-000796	2.32	0.0694513152256045	1.0	0.743286993369044	4.782316205654	31.0
ACH-003308	3.93	0.0232942510412111	1.0	0.214167995623991	4.19549618653524	10.0
ACH-000203	2.45	0.0351241183884863	0.0	0.0824312243402793	2.33116662618421	2.0
ACH-000217	1.71	0.277433168764038	1.0	0.596231574198219	3.43193291851279	18.0
ACH-001508	2.21	0.235245992008002	1.0	0.576697896784631	3.36671447606012	23.0
ACH-000307	2.81	0.247362297218268	1.0	0.585653077038787	3.30976762148819	30.0
ACH-000776	1.43					
ACH-000662	2.18	0.399005798905235	1.0	0.633241565665585	3.48046585529523	13.0
ACH-000075	0.73					
ACH-000901	4.0					
ACH-002062	2.35	0.0438100502920015	1.0	0.544551567782403	3.68878116293286	23.0
ACH-000632	1.14	0.397537905819279	1.0	0.525584599242462	2.7560730014913	17.0
ACH-000077	2.36	0.0028900325605014	0.0	0.0309510232144463	2.02662085099226	1.0
ACH-000709	2.0	0.0909567741802513	0.0	0.49305777225199	2.6957748224918	22.0
ACH-000552	1.3	0.0458478309784334	1.0	0.434574485494368	3.31412508314543	19.0
ACH-002291	2.36	0.348135196566199	1.0	0.619049753006731	2.72790889460746	23.0
ACH-000678	2.53	0.583988930750704	1.0	0.722934837503854	3.35378903467104	20.0
ACH-000362	3.06	0.0031121812811974	0.0	0.187370130533449	2.26349880015826	9.0
ACH-000500	2.24					
ACH-000659	1.29					
ACH-000729	2.75					
ACH-000039	2.22	0.207749858413021	0.0	0.318093338727325	2.33810722821164	9.0
